age,gender,category,size,subscription_status,discount_applied
18,Male,Clothing,M,No,Yes
43,Male,Accessories,M,No,Yes
22,Male,Clothing,XL,No,Yes
68,Male,Clothing,S,No,Yes
44,Male,Clothing,L,No,Yes
51,Male,Footwear,S,No,Yes
66,Male,Outerwear,S,No,Yes
59,Male,Outerwear,S,No,Yes
60,Male,Clothing,M,No,Yes
31,Male,Accessories,S,No,Yes
20,Male,Clothing,S,No,Yes
24,Male,Clothing,L,No,Yes
48,Male,Footwear,S,No,Yes
39,Male,Clothing,M,No,Yes
34,Male,Accessories,L,No,Yes
70,Male,Clothing,L,No,Yes
59,Male,Clothing,L,No,Yes
45,Male,Accessories,XL,No,Yes
35,Male,Footwear,M,No,Yes
69,Male,Footwear,XL,No,Yes
58,Male,Outerwear,M,No,Yes
25,Male,Footwear,M,No,Yes
27,Male,Footwear,M,No,Yes
34,Male,Clothing,S,No,Yes
53,Male,Clothing,S,No,Yes
58,Male,Footwear,L,No,Yes
32,Male,Clothing,L,No,Yes
64,Male,Accessories,M,No,Yes
63,Male,Clothing,XL,No,Yes
23,Male,Clothing,S,No,Yes
64,Male,Footwear,M,No,Yes
18,Male,Clothing,L,No,Yes
25,Male,Clothing,S,No,Yes
54,Male,Outerwear,M,No,Yes
60,Male,Outerwear,L,No,Yes
36,Male,Footwear,S,No,Yes
66,Male,Footwear,L,No,Yes
60,Male,Clothing,L,No,Yes
59,Male,Outerwear,S,No,Yes
58,Male,Clothing,S,No,Yes
35,Male,Clothing,M,No,Yes
20,Male,Footwear,L,No,Yes
70,Male,Footwear,L,No,Yes
54,Male,Accessories,S,No,Yes
38,Male,Footwear,S,No,Yes
54,Male,Accessories,M,No,Yes
33,Male,Accessories,M,No,Yes
46,Male,Accessories,XL,No,Yes
58,Male,Clothing,M,No,Yes
30,Male,Accessories,XL,No,Yes
42,Male,Accessories,S,No,Yes
28,Male,Accessories,M,No,Yes
43,Male,Footwear,M,No,Yes
31,Male,Accessories,S,No,Yes
39,Male,Accessories,L,No,Yes
69,Male,Clothing,M,No,Yes
31,Male,Clothing,S,No,Yes
44,Male,Clothing,M,No,Yes
39,Male,Accessories,M,No,Yes
24,Male,Accessories,XL,No,Yes
28,Male,Accessories,M,No,Yes
48,Male,Outerwear,L,No,Yes
39,Male,Accessories,M,No,Yes
64,Male,Clothing,S,No,Yes
28,Male,Accessories,S,No,Yes
39,Male,Accessories,S,No,Yes
49,Male,Clothing,M,No,Yes
22,Male,Accessories,L,No,Yes
25,Male,Footwear,S,No,Yes
40,Male,Clothing,L,No,Yes
23,Male,Accessories,L,No,Yes
24,Male,Accessories,XL,No,Yes
66,Male,Footwear,L,No,Yes
27,Male,Clothing,S,No,Yes
62,Male,Outerwear,M,No,Yes
70,Male,Accessories,S,No,Yes
43,Male,Clothing,M,No,Yes
45,Male,Accessories,M,No,Yes
63,Male,Clothing,M,No,Yes
69,Male,Outerwear,S,No,Yes
59,Male,Clothing,M,No,Yes
19,Male,Footwear,S,No,Yes
63,Male,Clothing,L,No,Yes
37,Male,Clothing,XL,No,Yes
37,Male,Clothing,M,No,Yes
50,Male,Outerwear,M,No,Yes
60,Male,Outerwear,M,No,Yes
46,Male,Accessories,M,No,Yes
35,Male,Clothing,L,No,Yes
66,Male,Clothing,S,No,Yes
35,Male,Clothing,L,No,Yes
20,Male,Clothing,XL,No,Yes
55,Male,Clothing,XL,No,Yes
34,Male,Clothing,M,No,Yes
60,Male,Footwear,L,No,Yes
22,Male,Clothing,M,No,Yes
26,Male,Footwear,L,No,Yes
39,Male,Clothing,S,No,Yes
20,Male,Clothing,L,No,Yes
57,Male,Accessories,M,No,Yes
68,Male,Accessories,M,No,Yes
50,Male,Accessories,L,No,Yes
21,Male,Accessories,M,No,Yes
29,Male,Accessories,M,No,Yes
38,Male,Clothing,L,No,Yes
54,Male,Clothing,M,No,Yes
22,Male,Clothing,L,No,Yes
29,Male,Accessories,M,No,Yes
41,Male,Outerwear,L,No,Yes
26,Male,Accessories,L,No,Yes
69,Male,Clothing,S,No,Yes
20,Male,Accessories,M,No,Yes
59,Male,Outerwear,M,No,Yes
63,Male,Accessories,S,No,Yes
68,Male,Outerwear,S,No,Yes
50,Male,Footwear,M,No,Yes
55,Male,Clothing,M,No,Yes
36,Male,Footwear,S,No,Yes
18,Male,Accessories,M,No,Yes
68,Male,Footwear,L,No,Yes
56,Male,Clothing,L,No,Yes
32,Male,Accessories,M,No,Yes
28,Male,Clothing,M,No,Yes
24,Male,Accessories,S,No,Yes
59,Male,Clothing,M,No,Yes
56,Male,Clothing,M,No,Yes
30,Male,Accessories,M,No,Yes
48,Male,Accessories,M,No,Yes
60,Male,Footwear,XL,No,Yes
46,Male,Accessories,L,No,Yes
69,Male,Clothing,M,No,Yes
19,Male,Footwear,M,No,Yes
66,Male,Accessories,S,No,Yes
64,Male,Accessories,M,No,Yes
54,Male,Clothing,L,No,Yes
27,Male,Clothing,M,No,Yes
64,Male,Clothing,S,No,Yes
43,Male,Clothing,S,No,Yes
43,Male,Clothing,M,No,Yes
27,Male,Accessories,L,No,Yes
35,Male,Accessories,XL,No,Yes
43,Male,Accessories,L,No,Yes
57,Male,Accessories,M,No,Yes
50,Male,Accessories,M,No,Yes
37,Male,Accessories,M,No,Yes
68,Male,Clothing,M,No,Yes
22,Male,Accessories,XL,No,Yes
58,Male,Accessories,L,No,Yes
48,Male,Footwear,S,No,Yes
30,Male,Accessories,M,No,Yes
51,Male,Footwear,L,No,Yes
20,Male,Clothing,M,No,Yes
30,Male,Clothing,L,No,Yes
28,Male,Accessories,L,No,Yes
37,Male,Clothing,L,No,Yes
36,Male,Clothing,L,No,Yes
18,Male,Clothing,S,No,Yes
52,Male,Clothing,M,No,Yes
56,Male,Clothing,M,No,Yes
68,Male,Footwear,S,No,Yes
62,Male,Clothing,S,No,Yes
35,Male,Outerwear,M,No,Yes
65,Male,Footwear,L,No,Yes
69,Male,Accessories,L,No,Yes
28,Male,Accessories,L,No,Yes
37,Male,Accessories,XL,No,Yes
41,Male,Clothing,S,No,Yes
37,Male,Clothing,M,No,Yes
25,Male,Footwear,M,No,Yes
41,Male,Clothing,M,No,Yes
48,Male,Accessories,L,No,Yes
42,Male,Footwear,M,No,Yes
54,Male,Clothing,S,No,Yes
18,Male,Clothing,L,No,Yes
56,Male,Footwear,M,No,Yes
61,Male,Clothing,M,No,Yes
40,Male,Accessories,XL,No,Yes
34,Male,Accessories,S,No,Yes
42,Male,Accessories,S,No,Yes
43,Male,Accessories,XL,No,Yes
47,Male,Accessories,M,No,Yes
48,Male,Clothing,M,No,Yes
20,Male,Footwear,S,No,Yes
65,Male,Clothing,XL,No,Yes
54,Male,Accessories,S,No,Yes
23,Male,Clothing,L,No,Yes
18,Male,Clothing,M,No,Yes
70,Male,Accessories,M,No,Yes
55,Male,Clothing,S,No,Yes
49,Male,Clothing,S,No,Yes
26,Male,Footwear,XL,No,Yes
33,Male,Clothing,S,No,Yes
20,Male,Clothing,L,No,Yes
41,Male,Clothing,L,No,Yes
18,Male,Clothing,M,No,Yes
26,Male,Accessories,S,No,Yes
30,Male,Clothing,S,No,Yes
64,Male,Accessories,M,No,Yes
26,Male,Accessories,M,No,Yes
43,Male,Clothing,M,No,Yes
63,Male,Footwear,L,No,Yes
57,Male,Accessories,L,No,Yes
25,Male,Accessories,M,No,Yes
68,Male,Accessories,L,No,Yes
31,Male,Clothing,S,No,Yes
64,Male,Accessories,M,No,Yes
38,Male,Clothing,M,No,Yes
34,Male,Clothing,L,No,Yes
32,Male,Footwear,L,No,Yes
69,Male,Accessories,M,No,Yes
45,Male,Clothing,S,No,Yes
35,Male,Clothing,S,No,Yes
63,Male,Footwear,M,No,Yes
65,Male,Clothing,L,No,Yes
35,Male,Accessories,S,No,Yes
54,Male,Clothing,M,No,Yes
28,Male,Outerwear,S,No,Yes
68,Male,Accessories,L,No,Yes
58,Male,Footwear,L,No,Yes
35,Male,Clothing,M,No,Yes
68,Male,Outerwear,M,No,Yes
41,Male,Accessories,L,No,Yes
65,Male,Accessories,S,No,Yes
50,Male,Clothing,L,No,Yes
18,Male,Outerwear,M,No,Yes
38,Male,Accessories,L,No,Yes
68,Male,Outerwear,S,No,Yes
53,Male,Accessories,L,No,Yes
58,Male,Accessories,S,No,Yes
34,Male,Footwear,M,No,Yes
36,Male,Clothing,M,No,Yes
58,Male,Clothing,M,No,Yes
60,Male,Accessories,M,No,Yes
59,Male,Outerwear,M,No,Yes
65,Male,Clothing,M,No,Yes
31,Male,Accessories,L,No,Yes
43,Male,Accessories,L,No,Yes
37,Male,Clothing,L,No,Yes
21,Male,Clothing,L,No,Yes
69,Male,Clothing,L,No,Yes
32,Male,Accessories,S,No,Yes
53,Male,Accessories,M,No,Yes
59,Male,Clothing,L,No,Yes
64,Male,Accessories,S,No,Yes
63,Male,Accessories,M,No,Yes
43,Male,Clothing,XL,No,Yes
19,Male,Accessories,M,No,Yes
40,Male,Outerwear,L,No,Yes
51,Male,Clothing,M,No,Yes
51,Male,Accessories,L,No,Yes
66,Male,Clothing,L,No,Yes
42,Male,Clothing,L,No,Yes
22,Male,Clothing,L,No,Yes
31,Male,Clothing,M,No,Yes
18,Male,Footwear,L,No,Yes
21,Male,Clothing,M,No,Yes
35,Male,Outerwear,M,No,Yes
35,Male,Clothing,M,No,Yes
27,Male,Accessories,M,No,Yes
65,Male,Clothing,L,No,No
41,Male,Clothing,S,No,No
60,Male,Clothing,S,No,No
61,Male,Footwear,M,No,No
24,Male,Footwear,L,No,No
65,Male,Clothing,M,No,No
23,Male,Outerwear,S,No,No
30,Male,Clothing,M,No,No
33,Male,Clothing,M,No,No
22,Male,Accessories,L,No,No
67,Male,Clothing,S,No,No
28,Male,Accessories,S,No,No
32,Male,Clothing,L,No,No
40,Male,Outerwear,M,No,No
64,Male,Footwear,L,No,No
56,Male,Accessories,M,No,No
63,Male,Outerwear,XL,No,No
20,Male,Clothing,M,No,No
54,Male,Accessories,S,No,No
31,Male,Accessories,S,No,No
36,Male,Clothing,L,No,No
25,Male,Accessories,XL,No,No
20,Male,Clothing,L,No,No
62,Male,Clothing,L,No,No
69,Male,Accessories,XL,No,No
54,Male,Clothing,XL,No,No
39,Male,Accessories,M,No,No
56,Male,Footwear,M,No,No
39,Male,Accessories,L,No,No
37,Male,Accessories,M,No,No
25,Male,Clothing,L,No,No
35,Male,Footwear,L,No,No
45,Male,Clothing,M,No,No
19,Male,Clothing,XL,No,No
21,Male,Clothing,M,No,No
65,Male,Clothing,S,No,No
49,Male,Outerwear,M,No,No
30,Male,Clothing,S,No,No
23,Male,Clothing,XL,No,No
69,Male,Clothing,M,No,No
29,Male,Clothing,L,No,No
54,Male,Clothing,L,No,No
45,Male,Clothing,M,No,No
25,Male,Clothing,S,No,No
34,Male,Accessories,S,No,No
46,Male,Clothing,L,No,No
70,Male,Accessories,XL,No,No
42,Male,Footwear,S,No,No
45,Male,Accessories,M,No,No
57,Male,Outerwear,S,No,No
49,Male,Clothing,S,No,No
23,Male,Clothing,L,No,No
47,Male,Clothing,M,No,No
23,Male,Clothing,S,No,No
21,Male,Accessories,M,No,No
45,Male,Accessories,S,No,No
67,Male,Clothing,L,No,No
31,Male,Clothing,L,No,No
58,Male,Clothing,M,No,No
57,Male,Clothing,M,No,No
42,Male,Accessories,L,No,No
60,Male,Accessories,M,No,No
21,Male,Accessories,L,No,No
69,Male,Clothing,L,No,No
41,Male,Clothing,XL,No,No
51,Male,Footwear,XL,No,No
23,Male,Clothing,XL,No,No
57,Male,Accessories,L,No,No
40,Male,Clothing,L,No,No
65,Male,Accessories,L,No,No
61,Male,Outerwear,M,No,No
34,Male,Clothing,L,No,No
43,Male,Clothing,L,No,No
31,Male,Accessories,M,No,No
57,Male,Clothing,M,No,No
34,Male,Footwear,L,No,No
25,Male,Clothing,L,No,No
66,Male,Clothing,S,No,No
56,Male,Accessories,XL,No,No
49,Male,Accessories,S,No,No
19,Male,Clothing,L,No,No
27,Male,Accessories,M,No,No
68,Male,Clothing,L,No,No
20,Male,Clothing,XL,No,No
21,Male,Clothing,S,No,No
36,Male,Footwear,M,No,No
37,Male,Accessories,M,No,No
61,Male,Clothing,M,No,No
68,Male,Clothing,M,No,No
60,Male,Clothing,S,No,No
69,Male,Accessories,L,No,No
25,Male,Footwear,M,No,No
32,Male,Clothing,L,No,No
53,Male,Accessories,M,No,No
46,Male,Clothing,XL,No,No
58,Male,Footwear,M,No,No
21,Male,Outerwear,M,No,No
46,Male,Clothing,M,No,No
18,Male,Outerwear,M,No,No
56,Male,Outerwear,L,No,No
18,Male,Footwear,L,No,No
49,Male,Accessories,M,No,No
29,Male,Accessories,M,No,No
67,Male,Accessories,S,No,No
31,Male,Clothing,M,No,No
52,Male,Clothing,M,No,No
42,Male,Accessories,L,No,No
32,Male,Accessories,L,No,No
47,Male,Accessories,S,No,No
45,Male,Outerwear,M,No,No
20,Male,Clothing,L,No,No
66,Male,Clothing,L,No,No
52,Male,Clothing,L,No,No
50,Male,Accessories,S,No,No
62,Male,Clothing,S,No,No
38,Male,Footwear,M,No,No
65,Male,Accessories,S,No,No
60,Male,Accessories,L,No,No
68,Male,Clothing,S,No,No
62,Male,Clothing,S,No,No
62,Male,Accessories,L,No,No
40,Male,Clothing,L,No,No
32,Male,Clothing,M,No,No
22,Male,Outerwear,XL,No,No
33,Male,Clothing,M,No,No
57,Male,Clothing,L,No,No
60,Male,Footwear,S,No,No
30,Male,Clothing,L,No,No
41,Male,Clothing,L,No,No
58,Male,Accessories,M,No,No
34,Male,Footwear,L,No,No
67,Male,Outerwear,M,No,No
58,Male,Accessories,S,No,No
41,Male,Clothing,M,No,No
42,Male,Accessories,L,No,No
50,Male,Footwear,S,No,No
40,Male,Clothing,M,No,No
32,Male,Clothing,M,No,No
51,Male,Footwear,L,No,No
26,Male,Accessories,M,No,No
32,Male,Clothing,M,No,No
58,Male,Accessories,M,No,No
51,Male,Clothing,S,No,No
19,Male,Clothing,XL,No,No
57,Male,Clothing,M,No,No
66,Male,Clothing,S,No,No
62,Male,Clothing,L,No,No
58,Male,Clothing,XL,No,No
23,Male,Footwear,M,No,No
45,Male,Clothing,M,No,No
20,Male,Clothing,S,No,No
33,Male,Outerwear,L,No,No
30,Male,Accessories,M,No,No
50,Male,Accessories,M,No,No
62,Male,Clothing,M,No,No
69,Male,Accessories,M,No,No
34,Male,Accessories,M,No,No
49,Male,Clothing,M,No,No
65,Male,Accessories,M,No,No
66,Male,Clothing,M,No,No
41,Male,Accessories,M,No,No
37,Male,Accessories,L,No,No
32,Male,Clothing,XL,No,No
42,Male,Footwear,M,No,No
31,Male,Clothing,L,No,No
61,Male,Accessories,M,No,No
36,Male,Outerwear,M,No,No
60,Male,Clothing,M,No,No
51,Male,Footwear,M,No,No
68,Male,Accessories,M,No,No
46,Male,Footwear,XL,No,No
19,Male,Clothing,XL,No,No
30,Male,Clothing,M,No,No
51,Male,Accessories,S,No,No
28,Male,Clothing,S,No,No
41,Male,Clothing,XL,No,No
29,Male,Clothing,XL,No,No
25,Male,Clothing,M,No,No
60,Male,Clothing,XL,No,No
63,Male,Accessories,XL,No,No
51,Male,Clothing,L,No,No
22,Male,Accessories,S,No,No
54,Male,Accessories,L,No,No
18,Male,Clothing,M,No,No
29,Male,Footwear,S,No,No
59,Male,Accessories,M,No,No
25,Male,Footwear,L,No,No
19,Male,Accessories,S,No,No
56,Male,Clothing,S,No,No
31,Male,Clothing,XL,No,No
45,Male,Clothing,M,No,No
23,Male,Accessories,M,No,No
18,Male,Clothing,S,No,No
43,Male,Clothing,L,No,No
56,Male,Clothing,XL,No,No
43,Male,Clothing,M,No,No
64,Male,Clothing,XL,No,No
67,Male,Clothing,L,No,No
63,Male,Footwear,M,No,No
54,Male,Clothing,M,No,No
69,Male,Accessories,L,No,No
34,Male,Clothing,L,No,No
56,Male,Clothing,L,No,No
34,Male,Clothing,L,No,No
58,Male,Clothing,M,No,No
44,Male,Accessories,L,No,No
25,Male,Accessories,M,No,No
27,Male,Clothing,S,No,No
26,Male,Accessories,S,No,No
18,Male,Accessories,L,No,No
64,Male,Clothing,XL,No,No
62,Male,Clothing,XL,No,No
59,Male,Clothing,L,No,No
36,Male,Accessories,M,No,No
69,Male,Accessories,M,No,No
39,Male,Outerwear,M,No,No
28,Male,Clothing,L,No,No
42,Male,Clothing,M,No,No
31,Male,Clothing,L,No,No
57,Male,Footwear,M,No,No
53,Male,Accessories,L,No,No
59,Male,Clothing,L,No,No
32,Male,Clothing,L,No,No
65,Male,Accessories,S,No,No
56,Male,Clothing,S,No,No
31,Male,Footwear,S,No,No
59,Male,Clothing,M,No,No
22,Male,Clothing,S,No,No
47,Male,Footwear,M,No,No
23,Male,Accessories,M,No,No
69,Male,Clothing,L,No,No
18,Male,Accessories,XL,No,No
50,Male,Clothing,S,No,No
29,Male,Footwear,S,No,No
65,Male,Accessories,M,No,No
29,Male,Clothing,S,No,No
49,Male,Clothing,M,No,No
28,Male,Clothing,L,No,No
51,Male,Accessories,M,No,No
26,Male,Clothing,S,No,No
38,Male,Clothing,L,No,No
35,Male,Clothing,S,No,No
34,Male,Accessories,M,No,No
51,Male,Clothing,M,No,No
47,Male,Clothing,M,No,No
18,Male,Accessories,S,No,No
64,Male,Footwear,XL,No,No
30,Male,Outerwear,M,No,No
59,Male,Footwear,L,No,No
66,Male,Accessories,M,No,No
40,Male,Clothing,M,No,No
25,Male,Accessories,S,No,No
59,Male,Clothing,L,No,No
66,Male,Clothing,L,No,No
54,Male,Accessories,S,No,No
42,Male,Clothing,M,No,No
48,Male,Footwear,L,No,No
34,Male,Outerwear,L,No,No
19,Male,Clothing,XL,No,No
70,Male,Accessories,S,No,No
43,Male,Clothing,M,No,No
46,Male,Clothing,L,No,No
66,Male,Accessories,L,No,No
50,Male,Accessories,L,No,No
55,Male,Footwear,XL,No,No
63,Male,Clothing,M,No,No
32,Male,Clothing,L,No,No
30,Male,Clothing,M,No,No
35,Male,Clothing,M,No,No
59,Male,Clothing,M,No,No
59,Male,Clothing,M,No,No
54,Male,Clothing,L,No,No
63,Male,Clothing,L,No,No
43,Male,Accessories,L,No,No
33,Male,Accessories,L,No,No
57,Male,Footwear,L,No,No
25,Male,Clothing,XL,No,No
26,Male,Accessories,M,No,No
50,Male,Clothing,M,No,No
70,Male,Clothing,M,No,No
68,Male,Accessories,M,No,No
39,Male,Clothing,M,No,No
46,Male,Footwear,M,No,No
57,Male,Clothing,L,No,No
47,Male,Footwear,L,No,No
40,Male,Accessories,M,No,No
52,Male,Clothing,L,No,No
40,Male,Clothing,S,No,No
67,Male,Clothing,M,No,No
67,Male,Outerwear,XL,No,No
37,Male,Clothing,L,No,No
67,Male,Clothing,S,No,No
64,Male,Clothing,S,No,No
28,Male,Accessories,M,No,No
54,Male,Accessories,XL,No,No
54,Male,Accessories,M,No,No
24,Male,Clothing,XL,No,No
27,Male,Accessories,M,No,No
53,Male,Outerwear,L,No,No
32,Male,Accessories,M,No,No
24,Male,Footwear,M,No,No
45,Male,Accessories,L,No,No
49,Male,Clothing,L,No,No
51,Male,Footwear,M,No,No
69,Male,Footwear,L,No,No
41,Male,Accessories,M,No,No
59,Male,Accessories,M,No,No
26,Male,Clothing,M,No,No
23,Male,Accessories,M,No,No
62,Male,Outerwear,L,No,No
69,Male,Accessories,XL,No,No
46,Male,Clothing,M,No,No
35,Male,Accessories,S,No,No
32,Male,Accessories,L,No,No
46,Male,Footwear,M,No,No
33,Male,Clothing,L,No,No
32,Male,Clothing,S,No,No
33,Male,Accessories,M,No,No
67,Male,Footwear,S,No,No
67,Male,Footwear,L,No,No
42,Male,Accessories,M,No,No
20,Male,Clothing,M,No,No
39,Male,Clothing,L,No,No
26,Male,Accessories,M,No,No
51,Male,Accessories,S,No,No
31,Male,Clothing,M,No,No
68,Male,Footwear,S,No,No
44,Male,Footwear,L,No,No
18,Male,Footwear,M,No,No
58,Male,Accessories,S,No,No
26,Male,Clothing,M,No,No
57,Male,Clothing,M,No,No
37,Male,Footwear,M,No,No
24,Male,Clothing,M,No,No
57,Male,Footwear,M,No,No
48,Male,Clothing,L,No,No
39,Male,Accessories,M,No,No
51,Male,Clothing,L,No,No
57,Male,Accessories,S,No,No
53,Male,Footwear,S,No,No
70,Male,Clothing,S,No,No
60,Male,Accessories,S,No,No
31,Male,Clothing,S,No,No
41,Male,Clothing,M,No,No
62,Male,Accessories,M,No,No
59,Male,Accessories,S,No,No
46,Male,Clothing,S,No,No
62,Male,Clothing,L,No,No
42,Male,Clothing,M,No,No
37,Male,Accessories,M,No,No
50,Male,Footwear,S,No,No
29,Male,Footwear,XL,No,No
25,Male,Accessories,M,No,No
66,Male,Accessories,S,No,No
21,Male,Clothing,L,No,No
46,Male,Clothing,M,No,No
57,Male,Clothing,L,No,No
61,Male,Clothing,M,No,No
53,Male,Clothing,S,No,No
37,Male,Clothing,S,No,No
39,Male,Accessories,S,No,No
53,Male,Clothing,L,No,No
35,Male,Clothing,M,No,No
69,Male,Accessories,XL,No,No
66,Male,Outerwear,S,No,No
19,Male,Footwear,M,No,No
47,Male,Accessories,M,No,No
49,Male,Clothing,L,No,No
31,Male,Accessories,M,No,No
39,Male,Clothing,M,No,No
58,Male,Accessories,M,No,No
45,Male,Footwear,XL,No,No
68,Male,Footwear,L,No,No
35,Male,Accessories,M,No,No
65,Male,Clothing,L,No,No
45,Male,Accessories,M,No,No
19,Male,Accessories,S,No,No
65,Male,Clothing,XL,No,No
28,Male,Accessories,M,No,No
55,Male,Accessories,L,No,No
66,Male,Clothing,L,No,No
29,Male,Clothing,M,No,No
56,Male,Clothing,XL,No,No
21,Male,Accessories,M,No,No
32,Male,Clothing,S,No,No
54,Male,Outerwear,L,No,No
61,Male,Clothing,M,No,No
31,Male,Footwear,M,No,No
27,Male,Footwear,M,No,No
64,Male,Footwear,M,No,No
60,Male,Clothing,XL,No,No
70,Male,Accessories,XL,No,No
36,Male,Clothing,M,No,No
56,Male,Accessories,XL,No,No
69,Male,Outerwear,S,No,No
39,Male,Accessories,M,No,No
38,Male,Accessories,S,No,No
36,Male,Accessories,M,No,No
46,Male,Clothing,S,No,No
59,Male,Accessories,S,No,No
64,Male,Accessories,L,No,No
49,Male,Clothing,M,No,No
32,Male,Clothing,L,No,No
29,Male,Accessories,S,No,No
24,Male,Outerwear,S,No,No
41,Male,Clothing,M,No,No
41,Male,Accessories,L,No,No
32,Male,Clothing,S,No,No
69,Male,Clothing,M,No,No
65,Male,Clothing,L,No,No
54,Male,Accessories,M,No,No
39,Male,Footwear,L,No,No
37,Male,Outerwear,L,No,No
51,Male,Clothing,S,No,No
26,Male,Clothing,XL,No,No
42,Male,Footwear,M,No,No
21,Male,Clothing,M,No,No
53,Male,Clothing,M,No,No
36,Male,Clothing,M,No,No
21,Male,Clothing,L,No,No
33,Male,Footwear,S,No,No
49,Male,Clothing,M,No,No
31,Male,Clothing,L,No,No
68,Male,Clothing,M,No,No
49,Male,Clothing,M,No,No
23,Male,Accessories,M,No,No
30,Male,Clothing,S,No,No
53,Male,Footwear,M,No,No
65,Male,Accessories,M,No,No
60,Male,Accessories,M,No,No
46,Male,Clothing,M,No,No
54,Male,Clothing,XL,No,No
59,Male,Accessories,L,No,No
52,Male,Clothing,L,No,No
41,Male,Accessories,XL,No,No
43,Male,Accessories,M,No,No
63,Male,Clothing,M,No,No
37,Male,Clothing,M,No,No
44,Male,Accessories,M,No,No
67,Male,Outerwear,M,No,No
27,Male,Clothing,L,No,No
60,Male,Clothing,M,No,No
58,Male,Accessories,M,No,No
53,Male,Accessories,S,No,No
43,Male,Accessories,M,No,No
32,Male,Outerwear,L,No,No
54,Male,Outerwear,L,No,No
47,Male,Clothing,M,No,No
57,Male,Outerwear,M,No,No
63,Male,Footwear,XL,No,No
70,Male,Footwear,M,No,No
62,Male,Outerwear,L,No,No
40,Male,Clothing,L,No,No
25,Male,Accessories,L,No,No
19,Male,Clothing,M,No,No
25,Male,Clothing,M,No,No
21,Male,Accessories,M,No,No
55,Male,Footwear,XL,No,No
34,Male,Accessories,S,No,No
47,Male,Accessories,M,No,No
27,Male,Clothing,XL,No,No
67,Male,Clothing,M,No,No
40,Male,Footwear,M,No,No
53,Male,Accessories,M,No,No
24,Male,Clothing,M,No,No
47,Male,Accessories,M,No,No
53,Male,Footwear,L,No,No
47,Male,Footwear,L,No,No
38,Male,Clothing,S,No,No
48,Male,Accessories,XL,No,No
47,Male,Clothing,S,No,No
19,Male,Clothing,XL,No,No
38,Male,Footwear,L,No,No
57,Male,Clothing,M,No,No
70,Male,Clothing,L,No,No
38,Male,Clothing,L,No,No
35,Male,Clothing,M,No,No
46,Male,Accessories,M,No,No
32,Male,Accessories,L,No,No
38,Male,Clothing,M,No,No
41,Male,Accessories,L,No,No
19,Male,Accessories,XL,No,No
18,Male,Clothing,M,No,No
45,Male,Clothing,L,No,No
23,Male,Clothing,S,No,No
60,Male,Clothing,S,No,No
52,Male,Footwear,L,No,No
42,Male,Footwear,S,No,No
29,Male,Clothing,M,No,No
31,Male,Outerwear,S,No,No
30,Male,Clothing,L,No,No
23,Male,Accessories,M,No,No
31,Male,Outerwear,M,No,No
40,Male,Clothing,M,No,No
39,Male,Clothing,M,No,No
28,Male,Clothing,S,No,No
23,Male,Accessories,S,No,No
42,Male,Accessories,S,No,No
68,Male,Clothing,M,No,No
24,Male,Accessories,S,No,No
24,Male,Accessories,XL,No,No
21,Male,Accessories,M,No,No
49,Male,Clothing,L,No,No
41,Male,Outerwear,M,No,No
22,Male,Accessories,M,No,No
42,Male,Clothing,M,No,No
30,Male,Clothing,M,No,No
38,Male,Footwear,S,No,No
40,Male,Clothing,M,No,No
55,Male,Footwear,XL,No,No
37,Male,Clothing,M,No,No
41,Male,Outerwear,M,No,No
38,Male,Clothing,XL,No,No
42,Male,Accessories,S,No,No
26,Male,Clothing,S,No,No
41,Male,Accessories,L,No,No
27,Male,Clothing,L,No,No
61,Male,Clothing,M,No,No
58,Male,Clothing,M,No,No
25,Male,Clothing,M,No,No
33,Male,Footwear,M,No,No
57,Male,Accessories,L,No,No
39,Male,Accessories,M,No,No
60,Male,Accessories,L,No,No
39,Male,Clothing,L,No,No
42,Male,Clothing,M,No,No
53,Male,Clothing,M,No,No
20,Male,Clothing,S,No,No
46,Male,Clothing,XL,No,No
46,Male,Footwear,L,No,No
69,Male,Accessories,M,No,No
28,Male,Accessories,XL,No,No
42,Male,Footwear,XL,No,No
30,Male,Accessories,M,No,No
50,Male,Clothing,L,No,No
59,Male,Clothing,M,No,No
54,Male,Accessories,M,No,No
50,Male,Accessories,L,No,No
25,Male,Footwear,M,No,No
41,Male,Clothing,XL,No,No
35,Male,Accessories,XL,No,No
67,Male,Accessories,M,No,No
33,Male,Clothing,S,No,No
19,Male,Accessories,XL,No,No
25,Male,Clothing,XL,No,No
32,Male,Clothing,M,No,No
30,Male,Footwear,M,No,No
18,Male,Accessories,L,No,No
38,Male,Accessories,S,No,No
22,Male,Clothing,L,No,No
40,Male,Accessories,S,No,No
54,Male,Accessories,M,No,No
70,Male,Clothing,M,No,No
52,Male,Footwear,S,No,No
34,Male,Outerwear,M,No,No
65,Male,Footwear,L,No,No
38,Male,Clothing,XL,No,No
35,Male,Footwear,S,No,No
40,Male,Clothing,M,No,No
23,Male,Clothing,M,No,No
45,Male,Footwear,S,No,No
40,Male,Footwear,L,No,No
42,Male,Accessories,L,No,No
57,Male,Footwear,L,No,No
18,Male,Outerwear,M,No,No
18,Male,Clothing,M,No,No
56,Male,Clothing,M,No,No
35,Male,Clothing,M,No,No
49,Male,Clothing,L,No,No
49,Male,Outerwear,M,No,No
34,Male,Accessories,L,No,No
63,Male,Clothing,M,No,No
42,Male,Accessories,XL,No,No
